synthetic_id,fold,class,label,generation_seed,generation_config,config_file,training_source,training_source_sha256,path,sha256,width,height,format,source_dataset,generator_checkpoint,generator_sha256,architecture,device,gpu_name,generated_at,index
gan-f06-bcdfc9cfae59,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00049.png,886a29ae8ccda5f897fe2f50ab52533c2d44c117fcd83780d7667fef9efe727e,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,49
gan-f06-2b09d4e99c2f,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00050.png,749193c29a67bb5b8fbdf7c745b674f4d53875e909b2206c4373d32b18e91422,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,50
gan-f06-ea8e8d9f5e0d,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00051.png,97f922b8b55f84d6ae6874a4ce15e9eff5a2ebf2e96973946333ae60bf1b2502,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,51
gan-f06-193d41c33435,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00052.png,504aac9bdea76baf5a89a99eeaa13cc24d78fe801913bc01f3cb865f45ba8ef4,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,52
gan-f06-383c24cddadc,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00053.png,0841b0305db8ec87f7c181567bfad0354280929b12380e960eebf10a6763c1fd,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,53
gan-f06-f788a9d03104,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00054.png,368648c4fef6f00a1b7a512815d3eebe39d3f5e12e835ea57199f4fa77d8a483,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,54
gan-f06-8f1d69d2fd3e,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00055.png,b263b0a0e58271eef0449dc0be9fe962f54e84060c4260137db29f20a3ee0412,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,55
gan-f06-d2402b9f993f,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00056.png,9baa1bad20100851e131edc89caefdf87b9dffeaa5101370a7b3c1cdc518a502,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,56
gan-f06-c7a1a4eee329,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00057.png,d5e53734b4bdd8c297eded98bd0599f81d775fa3f8188c62185cf7ab3682903f,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,57
gan-f06-fa34e064397b,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00058.png,19564d7d745a8222e429d29c22ba88af1d4ad37eae5645c74ddb08ec8fd66159,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,58
gan-f06-f24af7241d82,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00059.png,b4f45c8deaa6b5903257a66c9229d32b4db7c2ff4f7477cb3f254b27d7de4242,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,59
gan-f06-e07984f6ece8,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00060.png,ed71851f1af6cbed35d3d127cdfccdeb9002a75db5dfc6a2d5276025b04971d4,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,60
gan-f06-6e20cffca691,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00061.png,dad45eb1ba031f42349742e40e9b40ea0fbc4a06e9947b4b18542be2171999c0,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,61
gan-f06-565c0cab4e1b,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00062.png,7a0080d10d33160e9b74ec1d6d5c248a6893b266970df73f225b22487c415714,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,62
gan-f06-59dad637a68d,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00063.png,41dd971737558a7a64d4d16862dc5a8cbb65eb899b4b8226575e6ab254de906e,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,63
gan-f06-40de36fb1950,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00064.png,2bcfc4a92ec22c366a754fc5d50fe0d2808809ffd50616b107dd7fb7a45c2d00,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,64
gan-f06-96fe80a6af44,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00065.png,03759e5f7e501a96384e71b7db763e68a443781c8d9e8f0dddea8f72001230f8,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,65
gan-f06-b0124e3d92de,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00066.png,251651b4ac882f9c453099660201b90837cbf6efdbfe3d9716c8bd3037a18e1f,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,66
gan-f06-986654b7dd65,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00067.png,65aa5d69ed447081108dd9f0c51577821247207119d4698f1df9d321902764ca,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,67
gan-f06-d375c40cc4e6,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00068.png,05b1ddb95ea8658a0d733d149048b0ceec282d67d2904726fde84a60bb8fe830,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,68
gan-f06-a5dce8b0bd05,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00069.png,1f9f56e5ad0d81581e8d9117bbdb0a6549b19e39c701fbdc935b3732ae8e81f9,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,69
gan-f06-13c60815367e,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00070.png,b5e2875739b393b8f0705a32c4b1269860b29ea227747a9fda372f9dcf05d6bf,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,70
gan-f06-b3d8d0ac923e,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00071.png,56461184ef182e713b50b2f9d26ae9de192012b1eb9d51b24fc49a2edf6c239b,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,71
gan-f06-87f2b8cc8422,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00072.png,15ba519b8c11e817a91c02aced7736e8f65477979e5af4938bda10b6aebc9307,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,72
gan-f06-d25b43ab4034,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00073.png,eea46d33791db23c9772c5d5412d83e2b9d2bc460b2ef1fa1e302c54e82eca51,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,73
gan-f06-d9b9c7a294e1,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00074.png,3f4d145d011051c16cbb42d702638a315c38e58e6b7e81f20c86d2cd80bb9da4,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,74
gan-f06-72fdb9e423ca,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00075.png,f0a0f4b1a613da799cd997d0bcacdb7603cbf0c64f4a0529dd417e6908a6d845,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,75
gan-f06-8ced3dfa7188,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00076.png,2396c3f40509cf771538198dc8d1b2eadfca19ffb2a68cc2637eb68086cdb484,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,76
gan-f06-aae454c23694,6,White Tail Disease,6,42,"{""base_channels"": 64, ""batch_size"": 64, ""beta1"": 0.5, ""beta2"": 0.999, ""epochs"": 30, ""image_size"": 64, ""label_smoothing"": 0.0, ""latent_dim"": 100, ""learning_rate"": 0.0002, ""max_synthetic_ratio"": 1.0, ""max_train_images"": null, ""seed"": 42, ""synthetic_per_class"": {}, ""target_per_class"": null}",configs/gan_v2/default.json,data/audit/cv_v3/fold_06_train.csv,b0b92ea1e5af403b615924ad41aa36e79d354d6f9d22887bafbc0127094df4d0,data/gan/fold_06/train/White_Tail_Disease/synthetic_00077.png,de327ea4ce4f088e28ba45e28facdcea312c9f00beadf9e5442eada715f3ce8f,64,64,PNG,gan,data/gan/fold_06/generator.pt,cbf0b417e7eb1f5883cde2ca79eaf1ddb3b903178dd7d0ba742b7ce33e1ea68e,cDCGAN (class-conditional DCGAN),cuda,Tesla T4,2026-09-20T11:37:38,77
