filepath,label,class_name,split
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_167.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_168.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_17.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_171.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_172.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_173.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_174.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_175.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_180.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_181.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_182.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_185.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_187.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_188.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_19.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_190.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_193.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_194.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_196.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_197.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_198.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_2.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_20.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_202.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_204.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_206.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_207.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_208.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_21.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_210.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_211.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_212.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_213.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_214.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_215.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_217.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_220.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_221.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_222.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_223.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_225.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_233.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_235.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_239.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_24.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_242.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_244.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_246.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_247.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_248.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_25.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_250.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_251.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_253.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_254.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_255.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_257.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_258.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_26.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_261.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_264.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_266.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_267.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_268.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_269.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_27.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_271.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_273.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_275.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_276.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_277.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_278.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_279.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_28.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_286.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_287.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_288.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_289.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_29.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_290.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_292.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_293.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_295.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_296.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_297.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_3.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_30.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_302.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_303.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_306.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_307.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_31.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_310.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_311.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_313.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_314.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_316.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_317.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_318.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_319.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_322.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_326.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_328.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_329.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_330.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_333.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_335.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_336.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_34.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_341.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_345.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_347.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_351.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_354.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_359.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_361.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_364.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_367.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_369.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_38.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_39.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_40.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_41.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_42.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_44.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_47.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_49.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_5.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_50.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_53.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_55.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_58.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_59.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_60.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_61.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_67.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_68.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_69.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_7.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_70.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_71.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_72.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_76.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_78.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_79.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_81.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_82.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_87.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_88.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_9.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_91.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_92.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_93.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_95.jpg,6,White Tail Disease,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_98.jpg,6,White Tail Disease,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_183.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_201.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_228.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_244.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_278.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_302.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_310.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_334.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_340.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_349.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_351.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_354.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_367.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_370.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_379.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_385.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_397.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_398.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_400.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_421.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_44.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_440.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_443.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_456.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_477.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_478.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_48.jpg,7,Healthy Fish,train
data/original/aquahealth/test_split/Healthy Fish_Healthy Fish_55.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_10.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_120.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_14.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_142.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_143.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_144.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_145.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_146.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_152.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_153.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_155.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_156.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_157.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_161.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_162.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_166.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_167.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_17.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_170.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_172.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_177.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_185.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_192.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_193.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_194.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_196.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_204.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_207.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_210.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_212.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_214.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_216.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_217.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_218.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_221.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_223.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_226.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_229.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_230.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_231.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_236.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_237.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_241.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_242.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_251.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_258.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_259.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_260.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_263.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_265.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_274.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_275.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_277.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_280.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_281.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_283.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_284.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_290.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_291.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_293.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_299.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_300.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_308.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_311.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_312.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_315.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_316.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_321.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_327.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_328.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_330.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_333.jpg,7,Healthy Fish,train
