filepath,source_split,source_folder,class_name,label,extension,width,height,mode,sha256,dhash,status,exact_dup_group,near_dup_group,split
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_372.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,8b0a1ad02a3021365ef7e1f7793429eec4c6024b47828c99db30b0aa1c1554da,fefe2e26b9e9fcfc,ok,,g3040,val
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_373.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,2bdbafc681a4c0e75b9b50d3057ca4e6f495312a1aeaaa8c789b7b2d4b7c6db2,013170644c848007,ok,,g177,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_374.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,49084369e5f691095fcaed721682e49fe1470ffd0b96f1ba563a47ea6c436a64,f8e064fc7cf0b0b0,ok,,g2964,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_377.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,8766f109171cab726b8049fa352afdb5a7b945761deda60c36b810e56800b9d6,a080cad0f8f8f8de,ok,x1758,g2370,
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_378.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,9b32daf9e5cbe7735d663cc4e0ac563c0d2c8da63e04724dee1e879da5711cd2,3603075cccdc7c31,ok,,g1338,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_379.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,112b9ad71f1e6ee788aea255e463be6e32a552c45b6dd09dd9bd0dc1ac3f52b6,6f6330180c06232b,ok,,g1899,val
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_38.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,fae5f7d7d06bd2ac3f22d94ddaa9160084ae3e5419d5c281742a5e63e358e19e,1f1f1f1f1f0b0f8e,ok,,g1052,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_380.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,9850b4ad0118ccfa2906133a8cf9e84ab1a6a737b5a409dc061f6a865435958d,f0f0f1f1f8fbd8ce,ok,,g2882,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_381.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,82f265f34f5bfff038ef195ed1e5050b80fe7a04432dca9312556537fa06bcb4,03c391d0f85c7f4f,ok,,g303,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_382.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,f3d080dd0793f7d137bfdf5ac7e76f969e14682ce55a4af3005ec392cb4838b2,e66b30980c060331,ok,,g2801,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_383.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,debe9e8dda52a16f9b4c4172b367574d0ba516d0f45000636a583e266ecf2df4,3fda6d61030fcf8f,ok,,g1553,val
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_385.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,db3cefb46c1db35770ddda195c9f96ccccf4ebc30cbb7012d8050b0fc4fffbbf,070c0e2f2f1d1d49,ok,,g401,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_386.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,1138ac08baf393b5cdf21024aacd68b342e9e2b5fba4d273cfbdb04a26148d60,b918583072c0a367,ok,,g2438,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_388.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,8255dcf02d390f70f19b8630ebf9eec618d7b5f672195e3731c4fa18735136fc,5c5723038181a7a7,ok,,g1723,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_389.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,cb46f3583cd87d05f958d158082c4fe409f261c8a0f9240d992f500c5c0eabe9,7f7e7c48091b0f19,ok,,g2107,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_39.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,f8a1c559368fcb43faaf9069621798e0bcb40dc94a94a282bb107b6a93d60cc6,9829b3e6cf9f3f73,ok,,g2301,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_391.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,236887dcbefde6f4d2b62788bbe24f92a8b774b272f269075b194484e2c096c1,e4e0e63674fdfdfd,ok,,g2790,val
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_4.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,051f7e331901b27e04ba18ea47b859c3e856ebd5c9347a1fff0ab6a92540e92e,5d5d1f0f1d1c7c3e,ok,,g1729,val
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_40.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,ab58f5bfe538d14c102adfb2ff8a1641bbc6c97fac7889ebf2777711bf353dab,0d1d371e3f3f1d1d,ok,,g582,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_41.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,74572cef8ac66ebffd3dd35dc4481b716c77c515dc9bb2d04dc3b0ad1296abfb,1f1f1f1f1f1f0f1f,ok,,g1054,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_42.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,3315bccd53d4b154999ac26667d8da622a9b275a94a57801c813ffa67e1fb258,7371e38ba8ec6107,ok,,g1963,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_43.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,68030d98eba54c0d06fbf2e2e5f8100d0e64ebc4f5894b2c6c630c8b28a6b0f5,0701010303030707,ok,,g359,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_44.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,4d891d2c98a2dea682aeed5abfecc13d351f55bf006009294a796bc921380664,0f3d9f8ecc27231b,ok,,g736,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_45.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,ee6061f62aa50f0d78d91dbcd2872fbc3e11ac1dc7046b6dc58f22a112569289,7878787060e14909,ok,,g2010,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_46.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,f9b19c1b9a842f8a9807bc1f756bd2510abf98a84009dabb3e7fb405f43a4aa6,0d1cfcb878707177,ok,,g581,val
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_47.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,b6a6f3d660cadd1289b2d030c32f6b5f3e23fe3c6582e2b371a930628cc8fb0c,4f50b0f0e1615959,ok,,g1680,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_48.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,457f1487dfa8415ac8ecd861b400fe593e53ad7fed91ff5f5da61fe7d14abafc,cf8e0f1f7f9ddc7d,ok,,g2611,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_49.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,f4b290287e380848abbf94507544fb36c9ec488d593fb802b47fccc30186e6fa,5137aa61430fef77,ok,,g1696,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_5.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,209a63d43566991db2be972696e0666f7e49d8395d837400f4ef29f9fb6c964a,30f2600d3cffe78e,ok,,g1282,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_50.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,b0394464bab110eec997abd3463f3a65d83dd53fd1de5cccd76f53f236c2901a,533f1f45ccc5c163,ok,,g1700,val
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_52.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,49d2a8db9b30eeb780d718ddda3f2c55edf50e439ec3c022369b2e39dd672ad9,3d7d1d1f8fce7e5f,ok,,g1475,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_53.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,5c9a9eeab0f5323e99222e8559bcb225d78f8505f33ecb12246a22e1415fb042,c08ec3f1e6c75d77,ok,,g2473,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_54.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,8fe14163b4cd6ce794da29c6769e537b9c52d3503b1565e8d2126c054e236241,61e1e1f1f9786d6f,ok,,g1790,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_55.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,5cf5be673b44250b604a432a4367f1bfcc67782950f7adce0cca82bc863862df,e10608f93c8e0c18,ok,x1226,g2746,
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_56.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,cbe55b8505876d0193f1694b6bd6125f43154f73892933da62e3c45cf862ba47,3939397775396371,ok,,g1400,val
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_57.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,813a6ec99fec6ecb54a1e0468715e341d475fa8c5cf902698f22969b24b4d2e0,f1b0f94fc300088e,ok,,g2902,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_59.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,e398a2234fd3eaf8802622a495333dff9c5ce59cc58c3cd996bad16d6c33d355,cf8f0f1f7f9ddcfd,ok,,g2612,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_6.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,238256ce6cd5100e53c298b4230f6da38bbe838519b347356a239946cd3db66b,0f0f8d8f0f0f0f9f,ok,,g687,val
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_60.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,f720ae237910bbcea3e50017399c3d6cc601fea0a4ba9a332aa06e73204261de,232383c0c0c0c063,ok,,g1161,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_61.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,6563da10ef8b403f0d3daee1f408e2e17a46327891e9b0810471d052a7d31a6f,23c999d8f8606137,ok,,g1169,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_62.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,43e6690a7434fa87ecb33a16c0180a9e4754a452185f997d1202d3cb40c94262,2f6763e5c161607c,ok,,g1245,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_63.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,d9681dd1a7b24b998772353a2ab302ba8469d7bd8d5f163c56a5bb3b0aed050a,5f4f4ecece4d6f0f,ok,,g1738,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_64.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,eef5bbabc2622335118b721f33b8307232b235956335e8626bcfcb85353f0874,84070707070f0fc9,ok,,g2175,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_67.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,b127ac28574423aec4fcf1134c5ede1b487311e2927f0b085cc992bba665adcf,1301173c1c4d8f1f,ok,,g826,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_69.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,64f68a595085155a386f0e22d63c1026eeca076643a9d9e23c1afbf45e66c3e1,0f0b2be1dcd90dad,ok,,g653,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_7.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,25f6034c163bd67da6b034eb0bfad5c5d68d88a36ba2259420f928017fdcf0e7,3b3b3efcbc3c3c78,ok,,g1426,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_70.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,b40542fbe9824a6c1d4ab925f5472da72d0fda0c4b163eeca6eafc20ccf65a9b,8f0f0f070707878f,ok,,g2256,val
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_71.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,57f5372af36e7725010c14941794f154abde3c82bc2e44c1cd7cf0b0c5080fae,5f42c0e0c1e1f131,ok,,g1737,val
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_72.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,21e6d55e40b84ffd4a4fd9efbbb5edad67733d7acb65b4e1f9d3297d8e7b61f7,04020303830f0f0f,ok,,g315,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_73.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,4ff987ad72c3f1ad4418290da3f3668457e5881dbab6436bdd9e81dd280ce038,5f787eb8a1873f0d,ok,,g1742,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_74.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,f0bbc86ff2ab3b8c35beecce200193cd6edfc1915e77a7f1b9ec2ed7474121d7,218307c70f0c0401,ok,,g1144,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_75.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,1429e45ef6b93759adda116ea31f584a6cd6e9b585d99903908c6ea7149226f0,373318180c8d2723,ok,,g1352,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_78.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,8eb3262b069f2029649b70db383d7b6d8988429e2b0445adbd7f7bdf3acea560,0111111f0f0f4707,ok,,g170,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_79.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,f02aa7968356efe4fb4ab4587c7596c368dddc77d74d19179f9ab0791cce8acb,a08181e07a1e8780,ok,x3208,g2371,
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_8.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,e6d5ab8989e1f8e0f08f8d5781ede564d9f6dd00097e8f1e9946827579eb9c59,9f9f0f868687cec0,ok,,g2363,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_80.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,21c3cffc18f2f4ceec8e5f40d7164e0e4203271625770ba0707eebf7621aa3b1,01020303838f0f0f,ok,,g161,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_81.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,0c4014937f7feba3d7fe576603b28d5cca5051c670372cbdb795d33331da7b9b,0e0cfcb8f8f0f0f0,ok,x159,g604,
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_82.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,f9b6d73ea93634d20bd21aecbb39a33fc4c2c3e8253245b3d25f888f1a027f88,1d1c3062dcf0c383,ok,,g966,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_84.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,9a72ccd9a265b42db9129e925fab99ab2141c42a20295898733db3be1bd1a4a4,1f18582861f1e165,ok,,g1039,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_88.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,bf4bba57a9c4c3a123f2d8b781bd05c0b607b25b416c53da8e4034c6a305675b,276f2f0e8f0f0f0f,ok,,g1199,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_89.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,57fe064752ec20ffbdfbe54c1837a9107e6fe6302312af510914b39385d4b302,0e0f0f1f1f1f1e0f,ok,,g609,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_9.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,96e84c767dedd8b719abd79deef78e9e786517e392269db2ebfdff98840ae5cf,7df5f16167676e7f,ok,,g2077,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_91.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,04d62e4b399bb27994ab65a6e318907cdca7495218262beb0850543658ce5442,0f276746cc2c387f,ok,,g726,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_92.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,b49ee808dfa3e630c76b87ed24baf2c2ef49b64a7b4076c330da77b87e6484d7,80c0c060f0f07878,ok,,g2131,val
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_95.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,81645921cc65cd2bce4bd9bf9053329fcdbcc58c808f9601e3a406d8703e6828,070c1e0f2f1c1d49,ok,,g403,val
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_96.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,af70ee967d5951935a1eb66967c29a170a4df36ac8fd79aea6aa4d96f43249dd,d0f2f8fafb5e1e1e,ok,,g2621,val
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_97.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,224,224,RGB,488b5747a53ef1086666e76f2c9068c3457dd4154fcb1fccc61b336485ad8083,f0e4ececfc70f0b0,ok,,g2874,train
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_98.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,128,128,RGB,7e98c7e5cf328b83c4d842dd72c723ba4a4bff6193656a93153203240a2242ef,7868908020408000,ok,,g2002,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_99.jpg,train_split,Fungal diseases Saprolegniasis,Saprolegniasis,4,.jpg,640,640,RGB,1d3430abf7bd2d300898e0b0ba31d50f0e2af80f1184da16b106f9bd4b4a51c6,5f3b1967e1c1c1c1,ok,,g1736,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_1.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,ae485157949ce48e6e54f1cd177b3776bc82e454520dd03354d114bdf7d83ff8,c0ca63b0522a1c0e,ok,,g2493,test
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_10.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,0271551fb1237120a3ea5c639dda316b1e593a922f46ded293c7d52b11fce9e6,0f0f0f0e0f070303,ok,,g667,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_119.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,dd907777ab9ed96df5fa6f1d70f17abe36e1eec6a67ad139d0e9eeb52a39d25b,0d7cf9d2ade43303,ok,,g592,val
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_12.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,e80bbb0973f2b995cf23628af8908d24120f1dbd6df1e520ecdcb3825bcd401d,27331b191d0c0f0f,ok,,g1195,test
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_120.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,38a945cd92dfbbc899f42a79e505aae3c9df9768a7d4ef6999910be86925a5ee,03ece896aaec2507,ok,,g311,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_14.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,4c5d58b14e8ce442b06b512b86020db7c0193be93c0015921b6dcc71390b7c0c,4f0f4f4727270313,ok,,g1670,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_142.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,35630348e26d090bf3aeff9e6e8ecff65542e0cce8a8ef9b67c8f2f34ba2617c,0a3878e484a8e91b,ok,,g514,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_143.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,7afe5bc4206d5749d2e0b563a1a3932cda00ef4d047b1c7f58a75a9db05298b6,1371f0e488e9590f,ok,,g836,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_144.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,d9990ca432bc25eaacc57427d7e0a0e2fea45117bc10eb1c89e2599302a9160b,033878e480a8691f,ok,,g276,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_145.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,223a4cda37571a3c9c63f4b200759e9214ee57d2fc2c0fa5f8b92a755737246e,0739f8e48ce8591f,ok,,g440,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_146.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,40b68c2d56fcdd481ca65ee706dad73031dc822d37207eb54a4ac1e5b1533129,0738f8e484a8d91b,ok,,g439,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_152.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,7f57f69fdbb65d68cf776a15c38273e39c5df8038f178aaaaf83c3c45219b125,0703e8d89ceae907,ok,,g372,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_153.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,ef518db916ee9f2d196190e8fbb4cffaab156876d06a4b3a4e78bd4c5b2b405a,0703c9e898ece82b,ok,,g371,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_154.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,4f1775e28b803f865a782e6cd93b7920eac1a18dad8036bca7e64a63f8dc84e3,0327e0d89eea6d07,ok,,g269,val
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_155.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,3c8a2ef35438ba7c3e0ead650f07f1358bd256f8988e75b1c8e6d292d9e360cd,0727e0d89eea6d07,ok,,g435,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_156.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,f157e245110056614543e437365f5c1e952fe5f6db82ec59d597c8cff0725677,0325e0d89ee86d07,ok,,g268,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_157.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,5fcd51595a4ce6afcabcc31b6cec7271c2783bdf5d60b9d071b06bb0719ca34a,0b27e0d89eea6d07,ok,,g528,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_159.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,686b83a6851d54a0f7d3d9073bc82ce5e49d15bbb6d7a0893a67437fe5e0145d,707078eaba685050,ok,,g1921,test
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_160.jpg,train_split,Healthy Fish,Healthy Fish,7,.jpg,640,640,RGB,80da316b3e08d621c8494ae54e1b7809d211a36984c772f0d64617711b12933a,2063f29acecb7534,ok,,g1122,val
