image_a,image_b,source_dataset_a,source_dataset_b,original_path_a,original_path_b,original_class_a,original_class_b,unified_class_a,unified_class_b,hash_type,hash_value_or_comparison,similarity_or_distance,duplicate_status,cross_dataset,label_relation,recommended_action,reason
current_freshwater-7414c56cec1e,roboflow-b2d99123a10b,current_freshwater,roboflow,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_177.jpg,train/Bacterial diseases - Aeromoniasis/Bacterial-diseases-Aeromoniasis-40-_jpg.rf.ba1814f055338aa25eec49edb5e430f6.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,80110f1c3c1db8b0,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-a9bb1534b5eb,current_freshwater-52c37b2df21f,current_freshwater,current_freshwater,train_split/EUS/EUS_103.jpg,train_split/EUS/EUS_aug_92.jpg,EUS,EUS,EUS Disease,EUS Disease,dhash,80808c860f1a1c81,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-20dadfdb0b3d,current_freshwater-eed560850995,current_freshwater,current_freshwater,test_split/Fungal diseases Saprolegniasis_Fungal diseases Saprolegniasis_75.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_224.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,80c0c060f0f07878,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-20dadfdb0b3d,current_freshwater-eabd9996d6ad,current_freshwater,current_freshwater,test_split/Fungal diseases Saprolegniasis_Fungal diseases Saprolegniasis_75.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_32.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,80c0c060f0f07878,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-20dadfdb0b3d,current_freshwater-b9d163f27a57,current_freshwater,current_freshwater,test_split/Fungal diseases Saprolegniasis_Fungal diseases Saprolegniasis_75.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_92.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,80c0c060f0f07878,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-eed560850995,current_freshwater-eabd9996d6ad,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_224.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_32.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,80c0c060f0f07878,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-eed560850995,current_freshwater-b9d163f27a57,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_224.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_92.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,80c0c060f0f07878,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-eabd9996d6ad,current_freshwater-b9d163f27a57,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_32.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_92.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,80c0c060f0f07878,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-04b36ea1b2af,roboflow-318e22b5745b,current_freshwater,roboflow,train_split/Viral diseases White tail disease/Viral diseases White tail disease_30.jpeg,train/Viral diseases White tail disease/Viral-diseases-White-tail-disease-4-_jpeg.rf.165b805d7ca498eba514926e068ccbea.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,dhash,80c8c0b0b0303079,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-259406bfa21e,mendeley-fb6e85ee2a03,mendeley,mendeley,Bacterial Gill Diseases/Rui_(Labeo rohita)/Fish_13/IMG20260207072351_01.jpg,Bacterial Gill Diseases/Rui_(Labeo rohita)/Fish_13/IMG20260207072354.jpg,Bacterial Gill Diseases,Bacterial Gill Diseases,Bacterial Gill Disease,Bacterial Gill Disease,dhash,8181c38242121014,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-259406bfa21e,mendeley-e6a13ec897e6,mendeley,mendeley,Bacterial Gill Diseases/Rui_(Labeo rohita)/Fish_13/IMG20260207072351_01.jpg,Bacterial Gill Diseases/Rui_(Labeo rohita)/Fish_13/IMG20260207072356.jpg,Bacterial Gill Diseases,Bacterial Gill Diseases,Bacterial Gill Disease,Bacterial Gill Disease,dhash,8181c38242121014,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-fb6e85ee2a03,mendeley-e6a13ec897e6,mendeley,mendeley,Bacterial Gill Diseases/Rui_(Labeo rohita)/Fish_13/IMG20260207072354.jpg,Bacterial Gill Diseases/Rui_(Labeo rohita)/Fish_13/IMG20260207072356.jpg,Bacterial Gill Diseases,Bacterial Gill Diseases,Bacterial Gill Disease,Bacterial Gill Disease,dhash,8181c38242121014,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-8f313afe7f6c,current_freshwater-3e728d76580d,current_freshwater,current_freshwater,train_split/EUS/EUS_333.jpg,train_split/EUS/EUS_aug_165.jpg,EUS,EUS,EUS Disease,EUS Disease,dhash,82810f0707820203,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-4d92973889ac,current_freshwater-70fd7576cfd3,current_freshwater,current_freshwater,train_split/Parasitic diseases/Parasitic diseases_58.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_62.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,82c23c363430583c,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-3ca311151e40,roboflow-8f4912ac7a66,current_freshwater,roboflow,train_split/Parasitic diseases/Parasitic diseases_10.jpg,test/Parasitic diseases/Parasitic-diseases-15-_jpg.rf.cf15a9775d0682df5c5cb2b32eaea43d.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,82c2606060301810,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-755b0afa4ac0,roboflow-70e21ce02455,current_freshwater,roboflow,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_114.jpeg,test/Bacterial diseases - Aeromoniasis/Bacterial-diseases-Aeromoniasis-3-_jpeg.rf.9c026983b669525d234f4c9b364bd0fd.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,82e2f2e0d082a8b8,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-f8585a9d7125,current_freshwater-20b00978f607,current_freshwater,current_freshwater,test_split/EUS_EUS_139.jpg,train_split/EUS/EUS_aug_180.jpg,EUS,EUS,EUS Disease,EUS Disease,dhash,8380c0aeaeec8cc8,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-5937943785ed,current_freshwater-cadad74dbb76,current_freshwater,current_freshwater,train_split/Parasitic diseases/Parasitic diseases_118.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_324.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,8386062767677f7b,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-49f8f51876fc,roboflow-24ca07e322e2,current_freshwater,roboflow,train_split/Viral diseases White tail disease/Viral diseases White tail disease_2.jpg,train/Viral diseases White tail disease/Viral-diseases-White-tail-disease-1-_jpg.rf.89e4247e40ada2f9202ea9fa28f3c5f8.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,dhash,854f6e7a39ac8585,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-e6846251e19e,roboflow-83af65d7131f,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_179.jpg,train/Healthy Fish/Healthy-Fish-113-_jpg.rf.4c8037944dc1f82b11ccf849e6c01c01.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,85c7c06071fc1e07,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-fe929cc2519d,current_freshwater-40128a8e7da7,current_freshwater,current_freshwater,train_split/Viral diseases White tail disease/Viral diseases White tail disease_135.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_59.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,dhash,85e0e9e18fcfcf67,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-0851b952f4a9,kaptai-b08534e77a7f,current_freshwater,kaptai,train_split/Healthy Fish/Healthy Fish_438.jpg,Healthy Fish/healthy (4).jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,870707311c0e8612,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-704b2da86a19,current_freshwater-027e04dda09c,current_freshwater,current_freshwater,train_split/EUS/EUS_62.jpg,train_split/EUS/EUS_aug_146.jpg,EUS,EUS,EUS Disease,EUS Disease,dhash,8747650f1f3f634b,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-4e172242383e,current_freshwater-a4ca098bc571,current_freshwater,current_freshwater,train_split/Bacterial gill disease/Bacterial gill disease_272.jpg,train_split/Bacterial gill disease/Bacterial gill disease_aug_183.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,875f3a262e0e4833,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-3cf65256dc63,current_freshwater-2d32104e8e31,current_freshwater,current_freshwater,train_split/Bacterial gill disease/Bacterial gill disease_243.jpg,train_split/Bacterial gill disease/Bacterial gill disease_aug_8.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,87933b4b4c1d39b1,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-ff2557f8fff3,current_freshwater-e27aeea951ca,current_freshwater,current_freshwater,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_181.jpg,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_247.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,88482c3818b0b0f0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-e52bfb21d91b,mendeley-ab8e1097b26f,mendeley,mendeley,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130132.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130133.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,8929e0c6d81b1f5f,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-10c1fac0a758,current_freshwater-37d76ab97619,current_freshwater,current_freshwater,train_split/Bacterial gill disease/Bacterial gill disease_268.jpg,train_split/Bacterial gill disease/Bacterial gill disease_aug_171.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,89991c0e653c096f,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-eb400aee1a15,mendeley-5f16775630ff,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315104323.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_86/IMG20260315104322.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,8a1a9332383838b8,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-f37e08da1c32,mendeley-a651545271b8,mendeley,mendeley,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_77/IMG20260213130450.jpg,Healthy Fish/Grass_carp_(Ctenopharyngodon idella)/Fish_79/IMG20260213130451.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,8c64cccdc7969e39,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
roboflow-1027c15d52a1,roboflow-c2f79ed94807,roboflow,roboflow,train/Fungal diseases Saprolegniasis/Fungal-diseases-Saprolegniasis-4-_jpeg.rf.231314ecc37a93be07d78c82e0061e7d.jpg,train/Fungal diseases Saprolegniasis/Fungal-diseases-Saprolegniasis-5-_jpg.rf.f42b698cbbf9d342ef0597b1170204d1.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,8ccc86f6761e1c3c,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-1fcda5259350,current_freshwater-72be833aaa99,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_70.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_198.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,8d4670180c061111,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-2bfa132a2367,current_freshwater-5abf7f06fd71,current_freshwater,current_freshwater,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_175.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_275.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,dhash,8e071b1f1f074626,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-bccf9dc98dc8,current_freshwater-2fa9d8ec05ee,current_freshwater,current_freshwater,train_split/Bacterial gill disease/Bacterial gill disease_201.jpg,train_split/Bacterial gill disease/Bacterial gill disease_aug_229.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,8e317143c3c7c78f,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-1144752dbe74,mendeley-cf1c10ac4c68,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_83/IMG20260315103926.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_84/IMG20260315103928.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,8e6d2666fce68b19,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-6e221b02f834,mendeley-f57f1edf115d,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_83/IMG20260315103924.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315103927.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,8e6f2666fce28b99,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-6e4c2280bae4,current_freshwater-3650d052848e,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_90.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_104.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,8e83878f0f1f9f1e,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-6e4c2280bae4,roboflow-5f2266ecac8c,current_freshwater,roboflow,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_90.jpg,train/Fungal diseases Saprolegniasis/Fungal-diseases-Saprolegniasis-10-_jpg.rf.b501fdb80dcaa95c73988b367150359b.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,8e83878f0f1f9f1e,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-3650d052848e,roboflow-5f2266ecac8c,current_freshwater,roboflow,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_104.jpg,train/Fungal diseases Saprolegniasis/Fungal-diseases-Saprolegniasis-10-_jpg.rf.b501fdb80dcaa95c73988b367150359b.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,8e83878f0f1f9f1e,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-a3c291879632,roboflow-3afba6598320,current_freshwater,roboflow,train_split/Parasitic diseases/Parasitic diseases_78.jpeg,train/Parasitic diseases/Parasitic-diseases-9-_jpeg.rf.95e1f3e6524e495731c064e5250aac60.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,8e9c963232868686,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-05b2bb6884b3,current_freshwater-32ec6561f26f,current_freshwater,current_freshwater,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_189.jpeg,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_20.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,8e9ef8e4b4f8f8f8,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-05b2bb6884b3,roboflow-e750027dc2da,current_freshwater,roboflow,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_189.jpeg,train/Bacterial diseases - Aeromoniasis/Bacterial-diseases-Aeromoniasis-6-_jpeg.rf.2083a3336e806ea2eeb5714c6cd64144.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,8e9ef8e4b4f8f8f8,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-32ec6561f26f,roboflow-e750027dc2da,current_freshwater,roboflow,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_20.jpg,train/Bacterial diseases - Aeromoniasis/Bacterial-diseases-Aeromoniasis-6-_jpeg.rf.2083a3336e806ea2eeb5714c6cd64144.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,8e9ef8e4b4f8f8f8,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-cab417872b2b,current_freshwater-acabbe130b34,current_freshwater,current_freshwater,test_split/Bacterial Red disease_Bacterial Red disease_39.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_29.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,8f1b97a591010000,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
roboflow-4904469c7c3f,roboflow-fbe535415e99,roboflow,roboflow,train/Bacterial gill disease/Bacterial-gill-disease-3-_png.rf.7937521fad6a36a8bdb532c002b40c4b.jpg,valid/Bacterial gill disease/Bacterial-gill-disease-30-_jpg.rf.f57dcf46c1aab358195e521c9a8930c8.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,8fefcc9c38e0c0c0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-aa44593af927,current_freshwater-b07fbfdfff3a,current_freshwater,current_freshwater,train_split/Bacterial gill disease/Bacterial gill disease_184.jpg,train_split/Bacterial gill disease/Bacterial gill disease_aug_181.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,90c0f0fcfccc8c18,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
roboflow-2b647a593cb3,roboflow-0ea59b9064de,roboflow,roboflow,train/Healthy Fish/Healthy-Fish-107-_jpg.rf.59800af68fb0c93feb8208c51176c853.jpg,train/Healthy Fish/Healthy-Fish-14-_jpg.rf.0708460df4983db618a0874e92c44324.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,91210000003135a9,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-9b018c894639,current_freshwater-512ee86a1ddb,current_freshwater,current_freshwater,train_split/Viral diseases White tail disease/Viral diseases White tail disease_48.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_345.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,dhash,91f9e8c0e0801001,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-d557e68278f0,current_freshwater-ac03e6dff7cd,current_freshwater,current_freshwater,test_split/Viral diseases White tail disease_Viral diseases White tail disease_221.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_23.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,dhash,91fdfb78f8b93d3c,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-42a8643afc32,mendeley-5fc2c616fec9,mendeley,mendeley,Bacterial Gill Diseases/Rui_(Labeo rohita)/Fish_17/IMG20260213070747.jpg,Bacterial Gill Diseases/Rui_(Labeo rohita)/Fish_17/IMG20260213070749.jpg,Bacterial Gill Diseases,Bacterial Gill Diseases,Bacterial Gill Disease,Bacterial Gill Disease,dhash,9297b7c7c7e3cbb3,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-cb0e09fe70d8,roboflow-1ccdc934f242,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_210.jpg,train/Healthy Fish/Healthy-Fish-53-_jpg.rf.5e588dfdd9601a90bb069695bab7faa1.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,96c6d68f872747c7,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
roboflow-6867ef6c530f,roboflow-1ccdc934f242,roboflow,roboflow,train/Healthy Fish/Healthy-Fish-165-_jpg.rf.9009dfbc2d47ab766adfcc4e00b2a229.jpg,train/Healthy Fish/Healthy-Fish-53-_jpg.rf.5e588dfdd9601a90bb069695bab7faa1.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,96c6d68f872747c7,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
roboflow-5a7b61ad3e7d,roboflow-a3dbe25009a0,roboflow,roboflow,train/Healthy Fish/Healthy-Fish-138-_jpg.rf.a1f35b9fea3978a8eed0bdeecc96c23b.jpg,train/Healthy Fish/Healthy-Fish-166-_jpg.rf.59804a292803f68a4339df83738d8612.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,981d371f4b632f1f,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
