image_id,source_dataset,filepath,original_path,original_filename,original_class,original_split,unified_class,mapping_status,species,specimen_id,width,height,extension,sha256,dhash,exact_dup_group,near_dup_group,group_id,group_size,included,exclusion_reason,representative_image_id
current_freshwater-3258d7ccff4f,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_354.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_354.jpg,Viral diseases White tail disease_aug_354.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,c8b5c2d236704238539a771baed737c64d15f45113ac31c94d80cd40021b3cf6,3f7f7ffffcfc3805,,g2824,current_freshwater-322479739361,3,True,,
current_freshwater-338ef8d18eb1,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_357.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_357.jpg,Viral diseases White tail disease_aug_357.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,a080d45455254b4aaacb884aa0866aefaa833017546d6c1d5cb7011e315ee46b,70785c4c1e1e5c78,,g3626,current_freshwater-338ef8d18eb1,1,True,,
current_freshwater-43fa3d296f90,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_359.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_359.jpg,Viral diseases White tail disease_aug_359.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,a676fe6143223532b5cf02d3e8bb58d7bc9dc56cf4b02ceef4044709eb549325,3a33074143450707,,g2612,current_freshwater-43fa3d296f90,1,True,,
current_freshwater-59a18c3ce512,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_36.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_36.jpg,Viral diseases White tail disease_aug_36.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,224,224,.jpg,69d64a5f51e1fd201c17d9f86ae03ff903fc4063ce370246f71e68f3b58be4b5,13cb6330f0e0b0e1,x2997,g1455,current_freshwater-0b4c8e8f486b,5,False,EXACT_DUPLICATE,current_freshwater-0b4c8e8f486b
current_freshwater-bd151fd86a9a,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_361.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_361.jpg,Viral diseases White tail disease_aug_361.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,9c5d829f1888f03bf646e064b9ba5f078aa63bc3c8a60e04e91016d8cc683f59,1f006871b383c373,,g1781,current_freshwater-bd151fd86a9a,1,True,,
current_freshwater-3636b017ff38,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_362.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_362.jpg,Viral diseases White tail disease_aug_362.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,1863a801b118e5d3a18aa071e32239f5b7c38856b526ea0b6aaa5ec06de181db,e0452d2d61e4e460,,g5500,current_freshwater-3636b017ff38,3,True,,
current_freshwater-f3ecd08d209e,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_364.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_364.jpg,Viral diseases White tail disease_aug_364.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,7e194798a30ecda56c0d09af7be4e55777b56a4d93b36296e8bfa68eb8feab2c,3e6743efefcfe77f,,g2739,current_freshwater-cc3b39639c41,2,True,,
current_freshwater-e903020a161e,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_365.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_365.jpg,Viral diseases White tail disease_aug_365.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,224,224,.jpg,324952957ed5a7540c2ef7a3a458d1913727794ef83fed240a2490137a2aa3d9,7fd1d8dc9e9e3d1d,,g4057,current_freshwater-e903020a161e,1,True,,
current_freshwater-134041cd4993,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_367.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_367.jpg,Viral diseases White tail disease_aug_367.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,cd4c39a1a4e8fcb40089fd2f25854324a8729befe3e5327d912c0275103e59b0,1438f0c1800ccfc6,,g1463,current_freshwater-134041cd4993,2,True,,
current_freshwater-7bec16b7f89d,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_368.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_368.jpg,Viral diseases White tail disease_aug_368.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,668162e303a8372c868bca258e9dc5b9d122f6668d2ecd0943f9db2257de032a,032319706040496f,,g469,current_freshwater-7bec16b7f89d,1,True,,
current_freshwater-e4906223b5b7,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_369.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_369.jpg,Viral diseases White tail disease_aug_369.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,055d467e90ab4969224613a4285c221d2a99d4211729fb6929f8d5ebd9b48eb2,09088d0f0f06120e,,g825,current_freshwater-e4906223b5b7,1,True,,
current_freshwater-22173d28ef1d,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_38.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_38.jpg,Viral diseases White tail disease_aug_38.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,f1ded02391d9730b3619aed182b00a75a3addc8b29b985c488668fa02384d4d5,1f1bf2e8b93f2707,,g1829,current_freshwater-22173d28ef1d,1,True,,
current_freshwater-a2490a45e168,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_39.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_39.jpg,Viral diseases White tail disease_aug_39.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,224,224,.jpg,723bb4ffeb51abd462d7deb358ff63507d3e44f7effec3964408d8cbf051c0f6,3210000911100011,,g2357,current_freshwater-a2490a45e168,1,True,,
current_freshwater-477777bf8bd9,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_4.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_4.jpg,Viral diseases White tail disease_aug_4.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,0250609d225e0d4a0b5cc29255d6e2cd5a3fdf6cb2f63934fdb32a3b94163e8b,f80083c3c7cd473e,,g6142,current_freshwater-477777bf8bd9,1,True,,
current_freshwater-9871564c746e,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_40.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_40.jpg,Viral diseases White tail disease_aug_40.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,224,224,.jpg,8d12beebd492956c2f1c751a47baecb1b6c179a3ca1d6b2938e23cfaad20b373,86071b1f1f074666,,g4194,current_freshwater-9871564c746e,1,True,,
current_freshwater-19789d0a5a41,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_41.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_41.jpg,Viral diseases White tail disease_aug_41.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,224,224,.jpg,a6f84d8ad9a187c2eda5602b87d593f9425dec8a51aee237313efb12de111d89,69e9d4f6f3717133,,g3490,current_freshwater-19789d0a5a41,1,True,,
current_freshwater-e08e4299ba6d,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_42.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_42.jpg,Viral diseases White tail disease_aug_42.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,619f9e01d68442f588bcacbe0ec9e4d39bfd000f4da3b0d21f1b2f9dfe793913,fcfc3c2d6b69f1e1,,g6275,current_freshwater-e08e4299ba6d,1,True,,
current_freshwater-9a9e1c9bc2d8,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_43.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_43.jpg,Viral diseases White tail disease_aug_43.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,828323386c96c286077d7d8e49689e5dcb2e8a794e82e023d01ede1608e40ade,0f7b430f2b2b0f47,,g1255,current_freshwater-9a9e1c9bc2d8,1,True,,
current_freshwater-5ee6b4f34109,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_44.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_44.jpg,Viral diseases White tail disease_aug_44.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,43a1525b2afdb68bca8042929d0f8af721c8baa713d9c7730799231c7ca32276,71d0c0c29e9dbf0f,,g3684,current_freshwater-5ee6b4f34109,1,True,,
current_freshwater-7185134cf95e,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_47.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_47.jpg,Viral diseases White tail disease_aug_47.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,ad938db5bcc5043c7d8ad1aff9c36478be7ed0c995851f9b98658175ab75b61f,0b0b1f1f0f060787,,g875,current_freshwater-7185134cf95e,1,True,,
current_freshwater-b80760f36899,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_49.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_49.jpg,Viral diseases White tail disease_aug_49.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,4d46d6342e1e2f37ee99f6372ff79f66f46e571650cfc3fc0e403c1da507d81b,3b1d270b93979f0f,,g2625,current_freshwater-b80760f36899,1,True,,
current_freshwater-ecd5379e1bc4,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_5.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_5.jpg,Viral diseases White tail disease_aug_5.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,b717a6269912aa3c9a23c5d104ba424fc8e7bedc47f51ed4e3f7aa17a214c620,1f4be4c7cf6f7333,,g1872,current_freshwater-ecd5379e1bc4,1,True,,
current_freshwater-f6258a851a32,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_50.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_50.jpg,Viral diseases White tail disease_aug_50.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,224,224,.jpg,bc2e63fbadc697376476d514a5886515e749ef05038e6141c1988d4e217667e0,63e1f0c0848696d0,,g3376,current_freshwater-f6258a851a32,1,True,,
current_freshwater-b94bb317fe71,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_52.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_52.jpg,Viral diseases White tail disease_aug_52.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,224,224,.jpg,f77c9ae561a1d709e148b30cd39ce717e67dcf70ee2fb53709f52efb61ae00dd,07270f3ef777073f,,g736,current_freshwater-b94bb317fe71,1,True,,
current_freshwater-947b3fc7f85c,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_53.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_53.jpg,Viral diseases White tail disease_aug_53.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,4078db02246abefad61ee73dd910cc6eea92e4beeeb23f282e6b91522711de49,038383c92d3c3c7e,,g516,current_freshwater-947b3fc7f85c,1,True,,
current_freshwater-b5f6934ec94e,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_54.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_54.jpg,Viral diseases White tail disease_aug_54.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,d21f8db69b7ebb7fcb3dc44f55be491d74daaaa65bcd7cb47befccdbd9176ae3,2707070303076760,,g2088,current_freshwater-9a2ebf63a0d3,2,True,,
current_freshwater-ce6b9818a6ba,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_55.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_55.jpg,Viral diseases White tail disease_aug_55.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,224,224,.jpg,db00abccca7130abc46e33df4a2e882d5a42e1057002b6de1c0774ee6ac799a4,147062c486848703,,g1465,current_freshwater-ce6b9818a6ba,1,True,,
current_freshwater-edc3fd7d5cc8,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_56.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_56.jpg,Viral diseases White tail disease_aug_56.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,224,224,.jpg,fa606b805a5a50a38a4ff71d3c04f05b095d8c578757cf8390a6483a96c704a3,e7c9ad60e3e3f37d,,g5790,current_freshwater-b06bc74595b1,3,True,,
current_freshwater-68776145ab41,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_57.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_57.jpg,Viral diseases White tail disease_aug_57.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,224,224,.jpg,d912ac0382e2640396de9a944b23a2effb1ff7d39d58f948d53ae2ad10b7cb94,dcf8f8e0cce8c0c0,,g5450,current_freshwater-68776145ab41,1,True,,
current_freshwater-5e1e22eef640,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_58.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_58.jpg,Viral diseases White tail disease_aug_58.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,540b061a25db464cdcdc14ce34a8627c7231129ca99958b545fc0eae6a9dd4ea,3b7171797dff0010,,g2638,current_freshwater-5e1e22eef640,1,True,,
current_freshwater-40128a8e7da7,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_59.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_59.jpg,Viral diseases White tail disease_aug_59.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,37d33925b4a5623407d83fdcbbfc8d063afe2e414436bfccda71d6efed531f35,85e0e9e18fcfcf67,,g4191,current_freshwater-40128a8e7da7,2,True,,
current_freshwater-2f595f2f80da,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_6.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_6.jpg,Viral diseases White tail disease_aug_6.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,976ac1fdabd9c0e5eb174c8a053b7b745618856230bd7935a8adf8431d971027,227170604080e4e5,,g2017,current_freshwater-2f595f2f80da,1,True,,
current_freshwater-adc865dc09c6,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_60.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_60.jpg,Viral diseases White tail disease_aug_60.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,224,224,.jpg,76b6bb90da1c2a00baf7102404f4ce4b77b96ca6ce8c825c0a0d57a2da58bbc1,073f5b071f3f1f3f,,g749,current_freshwater-adc865dc09c6,1,True,,
current_freshwater-1b74da5a8c60,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_61.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_61.jpg,Viral diseases White tail disease_aug_61.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,f1d95125a1d90eb4e0170127c89195f9d069979916d0d60763300722ce9237e3,1505c1612107070f,,g1469,current_freshwater-1b74da5a8c60,1,True,,
current_freshwater-4dacd7504b68,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_63.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_63.jpg,Viral diseases White tail disease_aug_63.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,d85c44ed4271e44ccaa2a40ce47b7f34d02ccf5e2ab020b94a420d7c2808a4e4,0707471f0e06060f,,g674,current_freshwater-4dacd7504b68,2,True,,
current_freshwater-25a505d95f30,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_64.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_64.jpg,Viral diseases White tail disease_aug_64.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,6c0d8e648db45f23604e6e896a69979188efa0ee6d29035da4083cd8056040fc,030301f1b737ffbe,x3051,g405,current_freshwater-25a505d95f30,3,False,EXACT_DUPLICATE,current_freshwater-dbd7dd138580
current_freshwater-85b27fa91990,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_66.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_66.jpg,Viral diseases White tail disease_aug_66.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,9d3f01d70290ceae50875aad479cdaf36b957cff1afd1bbba15d7ee38ce36ea9,03071737270e0c07,,g436,current_freshwater-85b27fa91990,1,True,,
current_freshwater-7059e224111b,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_67.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_67.jpg,Viral diseases White tail disease_aug_67.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,a0f40a2362304a22fc03fab94fcd5b5f7428b78fb7ce196fae67ebda19144096,8c9c98b8b9191900,,g4288,current_freshwater-7059e224111b,1,True,,
current_freshwater-d9ea46f19870,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_68.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_68.jpg,Viral diseases White tail disease_aug_68.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,05dc144d8df3d0a2707aa8d47a979e5d0e4c0d5f0fc606155d436543b8e47ef3,47071f1f1f1f1c14,,g2950,current_freshwater-d9ea46f19870,1,True,,
current_freshwater-6ae5ff63315f,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_69.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_69.jpg,Viral diseases White tail disease_aug_69.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,6be2aba192cfc414e82ed8a9fb3c997cff1042476a4743a4aa9b0878288c8858,0f09080c070f1b09,,g1107,current_freshwater-6ae5ff63315f,1,True,,
current_freshwater-048d888e50bb,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_7.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_7.jpg,Viral diseases White tail disease_aug_7.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,fb7d29e45c777c2a52da9dbff19f835d26d750cdba5ed5141a69c58e429592c5,7c38323018151501,,g3914,current_freshwater-048d888e50bb,1,True,,
current_freshwater-00fb267c1e29,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_70.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_70.jpg,Viral diseases White tail disease_aug_70.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,03d7a896a15bd89cb8adc993a554f8b52dbafc03e8a2db4ebddab093ca812cc4,83b13113fbfbfef8,,g4166,current_freshwater-00fb267c1e29,1,True,,
current_freshwater-0eea885c254b,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_71.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_71.jpg,Viral diseases White tail disease_aug_71.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,ed5548e34b855a50260a54d79d78e106f9554b3eb4b183d8dd596371b9d3ea24,00030b1b3f3f3f0e,,g72,current_freshwater-0eea885c254b,1,True,,
current_freshwater-2ab386e3ebb2,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_72.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_72.jpg,Viral diseases White tail disease_aug_72.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,f0a4c7b811e3c5dd78512276ba2b51c8658fc179c1c6ce53049fc6aabc7aa394,397173313c0d0101,,g2601,current_freshwater-2ab386e3ebb2,1,True,,
current_freshwater-ede9c74226bb,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_73.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_73.jpg,Viral diseases White tail disease_aug_73.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,4d7176a3cefd014612634320e5edcb6adf09ae0839c94cd5f95f0bb7738b83c2,a4f8fcf8e1686800,,g4655,current_freshwater-ede9c74226bb,1,True,,
current_freshwater-967efabd2084,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_74.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_74.jpg,Viral diseases White tail disease_aug_74.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,128,128,.jpg,b3517822d8a72a946a021f66035eae3dd89343a9ddccbd3f6c49207dbdc65c03,4b4f4d61d144060f,,g3000,current_freshwater-77e0c3e8928a,3,True,,
current_freshwater-68961bc2f733,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_75.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_75.jpg,Viral diseases White tail disease_aug_75.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,b1363bf5840aa2aee609e08c37d38321629b80c78f4a11fc54345e440024ed21,bb71f1f97dfe0010,,g4847,current_freshwater-68961bc2f733,2,True,,
current_freshwater-e7418efcea73,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_76.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_76.jpg,Viral diseases White tail disease_aug_76.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,224,224,.jpg,a5609a3d65b8717a80bb7f2d1f8137d1e249e4e6fd15d70783657cb8c6902d36,07c1c141c1c1f23f,,g781,current_freshwater-10227333af0f,4,True,,
current_freshwater-2e4a28fe7a52,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_77.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_77.jpg,Viral diseases White tail disease_aug_77.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,61cd95b4a5e40d179581d0e191e30e397d370b8a0a1eff8e79458d70342444a1,3f3f3f1f1e3d7979,,g2788,current_freshwater-2e4a28fe7a52,1,True,,
current_freshwater-310c0134dbad,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_78.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_78.jpg,Viral diseases White tail disease_aug_78.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,953f136086c02b3d585dd3f2ee564a236aa4d43924ef0bf9798285f377a20b15,fcfe7e1fc30f0001,,g6293,current_freshwater-310c0134dbad,1,True,,
current_freshwater-5d1c8c368c8a,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_79.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_79.jpg,Viral diseases White tail disease_aug_79.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,6022b45932fe362ff2d983434f1fda8ef79d72034274b3ccc463c1ff5765dfec,bffeec838fc4e4f3,,g4903,current_freshwater-5d1c8c368c8a,1,True,,
current_freshwater-82f519b1500b,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_80.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_80.jpg,Viral diseases White tail disease_aug_80.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,e57235c77d8eb8b1c3984193d8296f8d71e740996a229d5ef461d0b871e0e93a,a3a7e78f97dff9e0,x6499,g4644,current_freshwater-2fc6912a04af,3,False,EXACT_DUPLICATE,current_freshwater-2fc6912a04af
current_freshwater-ad65a1b75ece,current_freshwater,data/raw/current_freshwater/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_81.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_81.jpg,Viral diseases White tail disease_aug_81.jpg,Viral diseases White tail disease,train_split,White Tail Disease,EXACT_MATCH,,,640,640,.jpg,ac7ba2df99343c7443eab63aff7855df76d0b5f2b5a53d47056ffc905b7f9c10,1d1e3f3f1f1e5f47,,g1711,current_freshwater-ad65a1b75ece,1,True,,
